"amendment","crop","block","plant","wilt_percent"
"6C","Cabbage",1,6,0
"6C","Cabbage",1,7,0
"6C","Cabbage",1,8,0
"6C","Cabbage",1,9,0
"6C","Cabbage",1,10,0
"6C","Cabbage",1,11,0
"6C","Cabbage",1,12,0
"6C","Cabbage",1,13,0
"6C","Cabbage",1,14,0
"6C","Cabbage",1,15,0
"6C","Cabbage",1,16,0
"6C","Cabbage",1,17,0
"6C","Cabbage",1,18,0
"6C","Cabbage",1,19,0
"6C","Cabbage",1,20,0
"6C","Cabbage",1,21,0
"6C","Cabbage",1,22,0
"6C","Cabbage",1,23,0
"6C","Cabbage",1,24,0
"6C","Cabbage",1,25,0
"6C","Cabbage",1,26,0
"6C","Cabbage",1,27,0
"6C","Cabbage",1,28,0
"6C","Cabbage",1,29,0
"6C","Cabbage",1,30,0
"6C","Cabbage",1,31,0
"6C","Cabbage",1,32,0
"6C","Cabbage",1,33,0
"6C","Cabbage",1,34,0
"6C","Cabbage",1,35,0
"6C","Cabbage",1,36,0
"6C","Cabbage",1,37,0
"6C","Cabbage",1,38,0
"6C","Cabbage",1,39,0
"6C","Cabbage",1,40,0
"6C","Cabbage",2,1,0
"6C","Cabbage",2,2,0
"6C","Cabbage",2,3,0
"6C","Cabbage",2,4,0
"6C","Cabbage",2,5,0
"6C","Cabbage",2,6,0
"6C","Cabbage",2,7,0
"6C","Cabbage",2,8,0
"6C","Cabbage",2,9,0
"6C","Cabbage",2,10,0
"6C","Cabbage",2,11,0
"6C","Cabbage",2,12,0
"6C","Cabbage",2,13,0
"6C","Cabbage",2,14,0
"6C","Cabbage",2,15,0
"6C","Cabbage",2,16,0
"6C","Cabbage",2,17,0
"6C","Cabbage",2,18,0
"6C","Cabbage",2,19,0
"6C","Cabbage",2,20,0
"6C","Cabbage",2,21,0
"6C","Cabbage",2,22,0
"6C","Cabbage",2,23,0
"6C","Cabbage",2,24,0
"6C","Cabbage",2,25,0
"6C","Cabbage",2,26,0
"6C","Cabbage",2,27,0
"6C","Cabbage",2,28,0
"6C","Cabbage",2,29,0
"6C","Cabbage",2,30,0
"6C","Cabbage",2,31,0
"6C","Cabbage",2,32,0
"6C","Cabbage",2,33,0
"6C","Cabbage",2,34,0
"6C","Cabbage",2,35,0
"6C","Cabbage",2,36,0
"6C","Cabbage",2,37,0
"6C","Cabbage",2,38,0
"6C","Cabbage",2,39,0
"6C","Cabbage",2,40,0
"6C","Cabbage",3,1,0
"6C","Cabbage",3,2,0
"6C","Cabbage",3,3,0
"6C","Cabbage",3,4,0
"6C","Cabbage",3,5,0
"6C","Cabbage",3,6,0
"6C","Cabbage",3,7,0
"6C","Cabbage",3,8,0
"6C","Cabbage",3,9,0
"6C","Cabbage",3,10,0
"6C","Cabbage",3,11,0
"6C","Cabbage",3,12,0
"6C","Cabbage",3,13,0
"6C","Cabbage",3,14,0
"6C","Cabbage",3,15,0
"6C","Cabbage",3,16,0
"6C","Cabbage",3,17,0
"6C","Cabbage",3,18,0
"6C","Cabbage",3,19,0
"6C","Cabbage",3,20,0
"6C","Cabbage",3,21,0
"6C","Cabbage",3,22,0
"6C","Cabbage",3,23,0
"6C","Cabbage",3,24,0
"6C","Cabbage",3,25,0
"6C","Cabbage",3,26,0
"6C","Cabbage",3,27,0
"6C","Cabbage",3,28,0
"6C","Cabbage",3,29,0
"6C","Cabbage",3,30,0
"6C","Cabbage",3,31,0
"6C","Cabbage",3,32,0
"6C","Cabbage",3,33,0
"6C","Cabbage",3,34,0
"6C","Cabbage",3,35,0
"6C","Cabbage",3,36,0
"6C","Cabbage",3,37,0
"6C","Cabbage",3,38,0
"6C","Cabbage",3,39,0
"6C","Cabbage",3,40,0
